,etiqueta
390104,1
390107,5
390108,5
390110,5
390113,5
390114,5
390115,5
390116,5
390117,5
390119,5
390120,5
390122,4
390123,5
390124,5
390125,1
390127,5
390129,5
390130,5
390131,5
390134,1
390136,1
390137,5
390139,2
390141,5
390143,5
390145,5
390146,5
390147,5
390149,2
390150,5
390151,5
390152,5
390155,3
390156,4
390159,5
390160,3
390162,5
390165,0
390167,2
390169,5
390170,5
390171,5
390173,5
390174,1
390175,5
390176,5
390177,5
390178,5
390179,5
390180,5
390183,0
390185,5
390186,5
390187,5
390189,3
390190,5
390194,4
390195,5
390196,5
390197,5
390199,3
390200,5
390201,4
390203,5
390205,3
390206,5
390207,5
390208,2
390209,5
390214,3
390218,1
390219,1
390220,1
390225,5
390227,3
390229,5
390230,5
390231,5
390232,5
390234,5
390237,5
390238,4
390239,1
390240,5
390243,5
390245,0
390247,5
390251,1
390252,5
390253,3
390254,5
390257,5
390259,1
390261,5
390265,5
390266,5
390270,5
390271,5
390274,5
390275,5
390276,5
390278,5
390279,3
390280,2
390284,5
390285,1
390286,5
390287,0
390292,5
390293,5
390294,5
390296,4
390298,2
390299,5
390301,5
390303,5
390310,5
390313,5
390314,3
390317,3
390321,5
390323,5
390326,5
390327,5
390329,5
390332,5
390334,5
390335,5
390337,5
390338,4
390343,5
390344,5
390347,5
390348,5
390353,1
390357,5
390358,2
390359,2
390360,5
390364,5
390365,5
390366,4
390367,5
390369,5
390371,5
390372,5
390375,1
390376,5
390377,5
390380,5
390382,0
390383,5
390391,5
390394,0
390396,5
390397,5
390398,5
390401,5
390402,5
390404,5
390405,5
390406,5
390407,5
390412,3
390414,5
390415,5
390417,5
390418,5
390419,5
390420,5
390422,5
390424,5
390426,5
390428,5
390429,5
390430,5
390431,5
390433,5
390434,5
390436,5
390437,5
390439,5
390440,5
390441,5
390442,5
390443,4
390445,5
390451,5
390452,0
390453,5
390457,4
390458,5
390459,0
390460,5
390462,5
390466,5
390467,5
390468,5
390471,5
390474,5
390475,2
390476,5
390479,3
390481,5
390483,5
390484,5
390489,5
390490,5
390492,1
390493,5
390495,5
390496,5
390497,4
390500,2
390501,-1
390502,0
390503,5
390505,0
390510,5
390511,5
390512,5
390513,5
390514,1
390516,5
390517,4
390520,5
390521,0
390523,5
390525,2
390526,5
390527,5
390528,5
390529,5
390530,5
390532,5
390533,5
390534,1
390537,5
390540,5
390542,5
390543,5
390545,0
390546,5
390547,5
390548,5
390549,1
390550,5
390552,4
390553,3
390555,5
390556,5
390557,5
390558,5
390559,5
390562,5
390563,3
390564,5
390567,5
390568,5
390569,3
390570,5
390574,5
390575,5
390576,3
390581,5
390583,5
390588,5
390589,2
390592,5
390594,0
390596,5
390597,1
390601,5
390602,5
390603,5
390605,5
390606,1
390607,5
390611,5
390612,3
390613,5
390614,5
390615,3
390616,5
390621,3
390623,5
390624,5
390626,5
390627,5
390629,5
390632,5
390633,5
390635,5
390636,5
390637,0
390640,0
390643,5
390644,5
390647,5
390648,4
390650,5
390651,5
390661,5
390662,1
390664,5
390667,5
390668,5
390669,5
390673,4
390674,5
390675,4
390677,5
390678,1
390681,5
390682,3
390686,5
390688,5
390689,2
390693,1
390696,5
390697,5
390698,5
390702,5
390707,5
390708,3
390709,5
390710,5
390711,0
390712,0
390714,2
390716,5
390718,5
390719,5
390721,5
390722,5
390724,5
390726,5
390728,5
390729,5
390731,5
390732,5
390733,5
390734,1
390735,0
390737,0
390738,5
390740,5
390744,5
390745,5
390746,0
390747,5
390748,1
390749,2
390750,5
390751,5
390752,5
390753,5
390758,5
390759,5
390760,5
390762,3
390763,1
390764,5
390765,0
390766,5
390767,5
390769,5
390771,5
390772,5
390773,5
390774,5
390775,3
390777,2
390779,5
390780,1
390781,5
390782,4
390785,5
390786,0
390788,5
390790,5
390792,0
390794,2
390795,5
390796,5
390798,5
390799,3
390801,0
390802,0
390804,5
390806,5
390807,5
390808,2
390810,5
390811,2
390812,4
390813,5
390816,1
390819,5
390820,5
390822,5
390824,5
390826,5
390827,5
390830,5
390831,3
390833,0
390834,5
390835,5
390836,5
390837,5
390839,5
390841,5
390843,5
390846,5
390847,5
390848,3
390850,5
390851,2
390853,5
390854,5
390857,1
390858,-1
390859,2
390860,5
390862,5
390863,5
390864,5
390866,5
390867,5
390869,2
390871,5
390872,5
390874,5
390875,5
390876,2
390877,5
390878,5
390880,0
390881,5
390882,5
390883,5
390884,5
390885,5
390886,5
390887,5
390888,5
390889,5
390891,5
390892,5
390893,5
390895,5
390896,5
390898,5
390899,5
390904,5
390906,5
390907,3
390915,5
390916,3
390917,5
390918,5
390919,1
390920,2
390921,5
390922,5
390923,5
390925,5
390927,5
390928,2
390933,5
390934,5
390935,5
390940,5
390941,4
390943,0
390945,5
390947,5
390948,2
390950,5
390951,5
390952,5
390953,0
390954,5
390956,2
390958,5
390959,5
390961,5
390962,5
390968,5
390972,5
390976,4
390977,5
390978,5
390979,5
390981,5
390982,5
390987,5
390989,5
390991,5
390993,5
390994,5
390996,3
390997,5
390999,5
391002,5
391003,5
391006,0
391008,5
391009,5
391011,5
391014,5
391017,5
391020,5
391021,5
391023,1
391024,5
391025,4
391028,5
391029,5
391031,0
391032,5
391038,4
391040,1
391041,5
391042,5
391045,5
391046,3
391047,5
391050,5
391051,5
391053,1
391054,5
391055,5
391056,5
391057,5
391058,5
391059,5
391061,1
391063,5
391065,5
391066,0
391067,3
391068,-1
391069,5
391071,5
391072,5
391073,4
391074,3
391076,5
391078,2
391083,5
391091,5
391093,4
391094,5
391095,5
391096,5
391102,5
391103,5
391107,3
391109,5
391111,5
391113,5
391114,5
391115,5
391116,2
391117,5
391118,5
391121,5
391122,3
391123,5
391124,5
391126,5
391128,5
391130,0
391131,5
391132,5
391136,4
391138,5
391139,5
391141,3
391143,0
391144,5
391145,0
391147,5
391148,5
391151,5
391153,5
391154,5
391156,5
391160,0
391161,5
391165,5
391166,5
391168,5
391172,5
391174,5
391175,2
391181,5
391182,2
391183,5
391184,5
391186,5
391187,5
391201,5
391202,4
391204,5
391205,5
391206,4
391208,0
391209,5
391211,5
391212,3
391214,5
391216,1
391218,5
391219,5
391220,2
391224,5
391226,5
391227,5
391234,2
391235,5
391237,5
391243,5
391245,5
391246,5
391247,5
391248,5
391250,5
391251,5
391252,5
391253,5
391257,5
391258,4
391260,0
391261,5
391265,5
391268,5
391269,1
391270,5
391275,5
391276,5
391279,0
391280,4
391281,5
391284,5
391285,5
391289,4
391290,5
391291,2
391297,0
391298,5
391299,5
391302,5
391303,5
391304,0
391306,3
391307,5
391309,5
391313,5
391314,3
391315,4
391316,5
391317,5
391318,5
391319,5
391320,5
391322,5
391324,5
391325,5
391326,5
391327,5
391329,5
391330,5
391332,1
391334,5
391335,5
391343,0
391344,5
391347,5
391349,4
391352,5
391355,5
391359,5
391361,5
391362,5
391366,1
391367,1
391368,5
391370,5
391372,0
391374,5
391375,5
391379,2
391383,5
391385,5
391389,5
391390,1
391394,5
391395,5
391398,0
391399,5
391400,5
391401,5
391404,5
391406,5
391410,5
391411,1
391414,4
391416,5
391417,2
391428,5
391429,5
391431,5
391432,3
391433,5
391434,0
391436,1
391437,3
391441,3
391442,5
391443,5
391447,5
391448,0
391449,5
391452,5
391453,5
391456,5
391459,5
391462,5
391464,5
391465,5
391468,2
391470,5
391471,5
391472,5
391473,5
391475,5
391477,5
391478,5
391480,0
391481,0
391482,5
391487,3
391488,3
391490,5
391492,2
391494,2
391495,5
391502,1
391503,5
391504,5
391505,5
391506,5
391511,5
391517,5
391518,5
391520,5
391521,5
391524,5
391526,3
391528,5
391529,4
391532,5
391533,5
391534,5
391538,5
391540,1
391541,3
391550,5
391553,1
391558,4
391560,0
391563,5
391564,5
391566,5
391567,5
391571,5
391573,5
391574,5
391575,4
391576,3
391577,2
391578,2
391579,5
391580,4
391581,5
391582,1
391584,5
391588,5
391589,4
391590,5
391591,5
391592,3
391594,5
391595,5
391596,5
391597,2
391600,5
391601,5
391602,2
391607,5
391613,5
391614,3
391617,2
391619,5
391620,5
391624,3
391629,5
391630,2
391633,5
391635,5
391636,5
391637,5
391644,5
391645,5
391646,0
391647,5
391650,2
391654,0
391656,5
391657,4
391658,2
391660,2
391661,5
391663,5
391664,5
391665,5
391668,5
391669,5
391671,0
391672,5
391674,5
391675,5
391677,5
391679,0
391680,5
391682,5
391683,5
391688,5
391690,5
391692,3
391693,5
391694,5
391695,5
391696,5
391697,0
391698,5
391700,5
391701,5
391703,5
391706,3
391709,5
391710,5
391715,5
391716,3
391719,5
391720,5
391721,5
391722,5
391723,5
391726,5
391734,5
391736,0
391737,5
391739,5
391740,5
391742,5
391743,5
391744,5
391745,5
391746,5
391751,1
391753,4
391755,5
391757,2
391758,5
391759,5
391760,5
391761,2
391765,5
391768,5
391769,4
391771,5
391772,3
391774,5
391777,5
391779,5
391781,2
391783,5
391785,3
391788,5
391789,2
391791,2
391792,5
391793,2
391794,5
391797,5
391801,5
391806,3
391807,5
391809,5
391811,0
391812,4
391815,5
391820,5
391821,5
391824,5
391828,0
391830,3
391832,3
391833,5
391834,5
391835,5
391837,0
391841,5
391842,5
391844,5
391845,5
391848,5
391849,5
391850,0
391851,5
391853,5
391854,5
391862,3
391866,5
391870,3
391872,5
391874,5
391876,5
391878,3
391879,5
391882,5
391884,5
391885,5
391887,5
391889,5
391892,3
391894,0
391896,2
391897,5
391900,4
391901,4
391903,5
391906,5
391909,5
391910,5
391912,5
391915,5
391916,3
391922,2
391925,0
391926,1
391928,5
391931,5
391932,5
391933,5
391935,5
391937,0
391938,2
391939,4
391945,5
391948,5
391956,3
391958,5
391960,5
391962,0
391971,5
391975,5
391981,5
391984,5
391985,5
391991,5
391995,5
391996,5
392001,4
392006,5
392009,5
392016,0
392020,5
392022,5
392023,2
392028,5
392033,5
392034,5
392035,5
392038,1
392045,5
392050,5
392052,5
392057,2
392058,2
392060,5
392061,5
392063,5
392064,5
392067,4
392070,5
392071,5
392073,5
392074,5
392076,5
392077,5
392078,5
392079,5
392080,5
392081,3
392082,3
392084,2
392085,3
392086,5
392088,4
392090,5
392091,5
392092,5
392096,5
392097,5
392098,5
392099,5
392100,5
392103,3
392105,5
392108,4
392109,4
392111,5
392112,5
392117,3
392118,5
392119,3
392120,5
392121,5
392124,5
392125,5
392129,5
392130,4
392131,3
392132,5
392133,5
392134,5
392135,0
392136,4
392137,4
392139,5
392140,0
392146,4
392148,5
392149,4
392151,0
392154,5
392155,1
392159,5
392161,2
392168,0
392169,5
392170,5
392174,5
392175,3
392178,5
392180,5
392181,5
392185,5
392188,5
392189,1
392190,5
392191,5
392192,0
392193,0
392195,4
392196,5
392197,5
392200,5
392202,5
392203,2
392205,5
392208,2
392210,2
392211,5
392212,3
392213,5
392214,5
392215,5
392216,5
392217,5
392218,5
392221,0
392224,5
392226,1
392227,1
392228,5
392230,5
392231,5
392232,5
392233,5
392234,5
392235,0
392237,2
392238,0
392241,1
392242,1
392243,2
392244,4
392247,1
392249,0
392250,5
392252,5
392253,5
392255,5
392256,5
392257,5
392258,5
392260,5
392262,5
392263,5
392264,3
392265,5
392266,5
392267,5
392268,5
392270,5
392271,5
392272,5
392274,5
392278,5
392279,5
392280,1
392281,5
392283,5
392284,5
392285,5
392287,5
392289,5
392290,5
392292,5
392293,2
392294,5
392295,5
392299,5
392301,5
392302,5
392305,4
392306,4
392308,5
392310,5
392311,5
392312,4
392313,5
392315,3
392316,5
392317,5
392318,4
392320,5
392321,5
392322,5
392324,5
392325,3
392326,5
392329,5
392330,5
392331,1
392332,5
392334,5
392335,5
392336,5
392337,3
392338,5
392340,5
392343,5
392344,5
392345,5
392346,5
392347,5
392348,5
392349,5
392350,3
392352,5
392353,5
392354,5
392357,5
392358,5
392360,2
392361,5
392362,5
392364,5
392365,5
392366,5
392370,3
392374,1
392375,5
392376,5
392377,5
392378,5
392380,4
392382,5
392385,2
392386,5
392387,5
392388,5
392389,2
392390,5
392391,5
392392,5
392393,5
392394,5
392395,5
392396,5
392398,5
392399,5
392400,5
392401,0
392402,5
392403,5
392404,5
392405,4
392407,5
392408,1
392409,3
392410,5
392412,1
392413,5
392414,5
392416,1
392417,5
392418,2
392419,5
392421,5
392422,5
392423,0
392424,5
392425,5
392426,0
392429,5
392430,5
392431,5
392432,5
392434,5
392436,5
392437,5
392439,5
392440,2
392441,5
392442,5
392443,5
392444,5
392445,5
392447,5
392448,0
392450,5
392452,5
392453,5
392454,5
392455,5
392457,5
392458,5
392459,5
392461,5
392462,5
392463,5
392464,5
392465,5
392466,5
392467,0
392468,5
392469,5
392470,2
392472,5
392473,5
392474,5
392475,5
392476,5
392477,5
392478,3
392480,5
392484,5
392485,5
392486,5
392488,5
392489,5
392490,2
392491,5
392492,3
392494,1
392495,5
392498,2
392501,5
392502,2
392504,1
392506,4
392507,5
392508,4
392509,4
392512,5
392513,5
392514,5
392515,0
392516,0
392517,2
392518,4
392521,2
392524,4
392526,3
392527,5
392528,1
392530,5
392531,4
392532,4
392536,5
392538,5
392540,2
392541,5
392544,0
392546,5
392547,2
392548,5
392549,5
392550,5
392551,5
392552,5
392553,5
392555,5
392556,5
392557,2
392558,2
392559,2
392562,5
392564,5
392565,5
392566,5
392567,5
392568,5
392569,5
392570,5
392571,5
392573,5
392574,0
392575,3
392576,2
392577,3
392579,5
392580,5
392582,5
392583,5
392585,2
392586,4
392588,5
392589,1
392590,5
392593,5
392594,3
392595,2
392598,5
392599,5
392600,5
392601,3
392602,3
392606,5
392607,5
392608,5
392609,5
392610,5
392612,5
392613,2
392614,5
392615,1
392616,3
392618,2
392619,5
392621,5
392624,5
392626,5
392628,5
392629,0
392630,5
392631,5
392633,5
392634,1
392637,2
392639,1
392640,4
392641,5
392642,5
392643,3
392644,5
392645,5
392646,3
392647,4
392649,5
392652,2
392653,5
392656,5
392658,5
392659,5
392662,5
392663,3
392664,5
392665,3
392666,5
392667,5
392670,5
392671,5
392672,5
392673,1
392674,5
392675,5
392676,5
392678,3
392679,2
392680,0
392681,5
392683,2
392685,5
392687,5
392688,2
392691,5
392692,5
392693,1
392694,0
392695,5
392696,0
392697,3
392698,5
392699,5
392700,4
392701,1
392703,5
392704,5
392706,2
392707,5
392708,2
392710,5
392711,5
392712,5
392714,3
392715,1
392716,5
392717,5
392718,2
392719,0
392720,5
392722,2
392724,5
392725,5
392726,1
392727,3
392729,5
392731,0
392732,5
392733,3
392734,0
392735,4
392737,5
392738,5
392739,5
392740,5
392741,5
392742,5
392743,-1
392744,2
392745,5
392747,5
392750,4
392751,4
392752,5
392753,5
392754,2
392756,5
392757,5
392759,3
392760,5
392762,4
392764,2
392765,5
392768,5
392769,0
392770,3
392772,2
392773,5
392775,5
392777,5
392778,3
392780,5
392781,5
392782,5
392783,5
392784,4
392786,5
392787,5
392788,5
392790,5
392791,4
392792,5
392793,5
392794,5
392795,4
392796,5
392797,1
392799,5
392801,5
392802,5
392803,5
392804,5
392808,5
392809,5
392812,5
392814,5
392815,5
392817,5
392818,5
392819,3
392820,5
392821,0
392822,5
392823,5
392824,5
392825,5
392826,1
392828,5
392829,5
392830,5
392831,5
392832,4
392833,-1
392834,5
392835,5
392836,1
392838,0
392839,2
392840,5
392841,5
392843,5
392846,5
392848,4
392849,5
392850,5
392851,5
392852,5
392855,5
392856,5
392857,5
392858,5
392860,5
392861,5
392862,5
392863,3
392864,5
392866,2
392868,5
392870,1
392871,5
392872,5
392873,5
392874,5
392876,5
392877,5
392879,1
392880,1
392881,5
392882,3
392883,4
392884,5
392885,5
392886,5
392887,5
392888,5
392890,5
392891,5
392892,5
392896,5
392898,5
392899,4
392901,0
392903,2
392905,2
392909,5
392910,5
392911,5
392912,5
392914,5
392916,5
392917,5
392918,5
392919,3
392923,4
392926,4
392928,5
392929,5
392931,5
392932,5
392933,5
392934,5
392935,5
392936,5
392937,3
392938,4
392939,5
392942,1
392943,5
392944,2
392945,5
392946,4
392947,0
392948,5
392949,5
392950,0
392951,2
392954,5
392955,1
392956,2
392958,5
392961,5
392965,5
392966,1
392967,5
392969,5
392970,5
392972,5
392973,5
392974,3
392975,5
392976,2
392977,5
392978,5
392980,5
392983,5
392987,5
392989,5
392990,5
392991,2
392992,5
392994,5
392995,3
392996,1
392997,5
392999,5
393000,5
393001,5
393004,2
393005,5
393006,5
393007,5
393008,5
393009,5
393011,2
393012,5
393013,5
393014,5
393016,5
393017,2
393018,5
393019,5
393020,5
393021,5
393022,5
393023,-1
393027,5
393028,5
393029,5
393030,5
393031,5
393033,5
393034,5
393035,5
393036,5
393037,5
393039,5
393041,5
393042,5
393043,2
393044,5
393045,0
393048,3
393049,5
393050,5
393051,5
393052,3
393053,3
393054,5
393055,5
393056,5
393057,5
393058,2
393060,5
393061,5
393062,2
393063,5
393064,5
393065,0
393066,5
393067,3
393068,5
393069,5
393072,5
393073,5
393075,1
393076,5
393077,5
393079,1
393080,3
393082,2
393088,5
393089,0
393090,1
393092,5
393093,2
393094,5
393096,5
393097,5
393098,5
393099,5
393100,5
393102,5
393103,5
393104,5
393105,5
393106,5
393107,5
393108,1
393110,5
393111,0
393112,5
393113,5
393114,2
393115,4
393116,5
393117,2
393118,1
393121,5
393122,5
393123,5
393124,5
393125,3
393126,2
393127,5
393129,5
393130,0
393131,2
393132,1
393134,5
393135,5
393136,5
393138,0
393139,5
393141,-1
393143,1
393144,0
393145,5
393146,5
393147,5
393148,3
393149,5
393150,0
393151,5
393152,3
393154,5
393155,5
393157,5
393159,5
393161,5
393162,5
393164,5
393170,5
393171,5
393172,4
393174,5
393175,1
393176,5
393178,5
393179,5
393180,5
393181,5
393183,0
393184,5
393186,0
393187,5
393188,3
393189,5
393190,5
393191,2
393193,2
393194,5
393195,2
393196,5
393197,2
393199,5
393200,5
393202,3
393206,4
393207,5
393208,5
393209,5
393210,3
393211,5
393212,5
393213,5
393215,5
393216,5
393218,5
393219,5
393221,3
393222,5
393223,5
393225,5
393226,5
393227,5
393228,5
393230,5
393231,5
393232,5
393234,5
393235,5
393236,0
393237,5
393238,5
393239,5
393240,3
393241,5
393242,3
393243,5
393247,5
393249,1
393250,5
393252,4
393253,5
393254,5
393256,5
393257,5
393258,5
393259,5
393260,5
393261,5
393262,1
393263,5
393265,5
393266,3
393267,5
393269,2
393270,3
393271,5
393272,5
393273,3
393274,5
393275,5
393276,3
393278,4
393279,4
393284,5
393287,5
393288,3
393289,5
393290,5
393291,5
393292,5
393295,5
393297,-1
393298,5
393301,2
393302,4
393303,5
393304,2
393305,5
393306,5
393307,5
393308,5
393309,5
393310,5
393312,1
393313,5
393315,4
393318,5
393319,2
393321,5
393322,5
393324,5
393325,5
393328,5
393330,5
393331,5
393332,5
393334,5
393335,2
393336,4
393337,5
393340,5
393341,5
393342,5
393344,5
393345,5
393349,5
393350,4
393354,5
393355,5
393358,5
393360,4
393361,4
393363,5
393364,5
393365,3
393366,1
393367,1
393369,5
393370,5
393371,2
393372,5
393373,0
393375,5
393376,4
393379,5
393380,5
393383,4
393386,5
393387,2
393391,4
393392,2
393393,3
393394,5
393396,-1
393398,5
393399,0
393400,5
393402,2
393403,5
393404,5
393405,5
393408,4
393409,5
393410,5
393411,5
393413,1
393414,5
393415,3
393416,5
393417,5
393418,5
393419,3
393420,5
393421,3
393423,3
393425,5
393427,1
393431,5
393432,5
393433,5
393436,5
393437,5
393440,5
393442,4
393443,4
393445,5
393449,5
393451,5
393452,5
393453,5
393454,5
393455,2
393456,5
393457,5
393459,5
393460,5
393461,3
393466,5
393470,5
393471,0
393472,4
393473,5
393475,5
393477,5
393479,5
393482,2
393485,3
393486,5
393487,5
393488,1
393489,5
393492,5
393493,2
393496,5
393497,3
393498,2
393503,3
393504,5
393506,5
393508,5
393510,5
393511,5
393513,5
393514,1
393515,4
393518,5
393519,5
393524,5
393529,4
393530,5
393531,5
393532,5
393533,5
393535,5
393536,5
393538,5
393539,4
393540,4
393542,2
393545,5
393546,0
393547,5
393548,5
393550,5
393553,3
393556,5
393558,5
393559,3
393561,5
393562,5
393564,5
393566,2
393567,5
393568,5
393569,3
393571,5
393574,5
393575,5
393578,5
393579,3
393582,5
393585,5
393586,5
393589,5
393590,5
393591,5
393594,5
393596,3
393599,5
393602,5
393603,5
393604,5
393608,5
393610,5
393611,5
393612,5
393614,0
393615,1
393616,5
393617,5
393618,5
393625,5
393627,5
393628,4
393629,3
393631,5
393632,5
393634,3
393636,5
393638,4
393639,5
393641,0
393642,1
393644,5
393647,5
393650,5
393653,5
393656,0
393658,5
393660,5
393664,3
393665,1
393668,5
393670,5
393671,5
393673,5
393674,5
393675,1
393678,1
393679,5
393680,5
393682,1
393685,0
393687,5
393689,5
393690,5
393692,5
393694,5
393695,2
393696,5
393697,5
393698,5
393702,5
393703,5
393705,5
393706,5
393707,1
393708,5
393711,5
393712,5
393714,5
393715,1
393716,5
393721,3
393724,2
393725,1
393728,1
393729,3
393730,5
393731,5
393732,5
393733,5
393734,2
393736,5
393737,5
393739,5
393744,5
393745,5
393746,4
393747,5
393750,5
393751,0
393753,2
393757,3
393758,3
393760,5
393761,5
393763,5
393764,5
393766,1
393768,5
393769,5
393773,5
393774,1
393777,3
393783,3
393784,0
393785,5
393788,5
393790,5
393792,5
393793,1
393794,5
393798,5
393799,5
393800,3
393802,0
393806,5
393808,5
393811,3
393812,4
393813,5
393815,5
393818,1
393819,5
393821,5
393823,3
393824,5
393826,5
393827,5
393828,3
393833,5
393835,5
393840,2
393841,5
393844,5
393845,5
393846,5
393847,2
393848,0
393850,1
393853,5
393855,5
393856,5
393858,1
393862,5
393863,5
393865,5
393866,5
393868,5
393872,5
393874,5
393876,2
393877,2
393878,5
393879,0
393880,5
393881,5
393882,5
393883,5
393886,5
393888,5
393889,5
393892,5
393894,5
393896,3
393897,5
393900,5
393902,5
393903,5
393904,5
393908,5
393909,5
393911,5
393914,5
393915,5
393917,5
393918,5
393920,4
393922,5
393923,5
393926,5
393927,5
393929,5
393932,5
393933,4
393935,5
393936,5
393937,5
393938,4
393939,5
393943,4
393944,5
393946,5
393948,1
393949,5
393953,5
393955,5
393957,5
393958,5
393961,5
393962,5
393963,0
393966,5
393970,5
393971,-1
393972,5
393973,5
393974,5
393975,5
393980,5
393981,5
393984,1
393988,5
393989,1
393991,5
393992,5
393995,2
393996,3
393997,5
393998,5
394002,5
394003,5
394006,1
394007,5
394008,1
394009,1
394010,5
394011,5
394012,0
394014,5
394018,5
394019,5
394020,5
394021,5
394022,5
394023,4
394024,5
394029,5
394030,5
394033,5
394037,5
394041,5
394042,1
394043,4
394045,1
394047,5
394048,5
394049,5
394050,5
394051,1
394052,5
394054,5
394055,5
394057,5
394058,5
394059,1
394060,2
394061,1
394064,4
394069,5
394070,5
394072,5
394074,3
394075,5
394076,5
394077,5
394080,3
394081,5
394082,5
394083,5
394085,0
394086,5
394088,5
394089,3
394090,5
394094,5
394097,5
394100,5
394102,5
394103,1
394104,5
394105,5
394110,5
394112,5
394114,5
394116,5
394117,5
394119,5
394120,0
394122,4
394129,0
394130,0
394131,1
394132,5
394133,5
394134,5
394137,5
394142,5
394144,5
394145,1
394147,3
394149,5
394150,5
394152,5
394153,2
394155,5
394158,1
394163,5
394164,5
394165,5
394166,5
394168,5
394169,5
394170,2
394172,1
394173,5
394174,5
394175,5
394178,5
394179,3
394181,5
394183,5
394188,2
394191,5
394195,3
394197,0
394198,5
394201,5
394203,5
394205,5
394206,3
394207,1
394208,4
394209,5
394212,3
394214,5
394216,0
394217,1
394219,5
394220,5
394225,0
394227,5
394229,2
394231,5
394232,5
394233,5
394234,0
394237,0
394239,5
394240,5
394248,5
394250,5
394251,0
394254,5
394255,5
394256,5
394257,5
394258,5
394259,3
394260,5
394263,2
394264,5
394268,2
394269,5
394270,5
394271,3
394272,5
394273,1
394275,5
394276,5
394277,4
394278,5
394279,5
394280,5
394283,5
394284,3
394285,5
394288,5
394289,5
394292,2
394297,0
394298,5
394299,5
394303,5
394304,5
394307,5
394309,1
394312,5
394316,5
394318,5
394320,5
394321,5
394324,5
394326,0
394329,5
394330,5
394331,5
394334,5
394337,5
394342,5
394343,5
394349,1
394350,5
394352,5
394353,5
394354,5
394357,5
394361,1
394362,5
394363,5
394364,5
394367,1
394368,3
394370,5
394371,5
394375,5
394377,2
394379,1
394382,5
394383,5
394384,2
394386,5
394388,5
394391,5
394392,5
394395,4
394397,5
394399,0
394403,5
394404,3
394406,5
394410,5
394413,5
394415,5
394417,5
394418,5
394422,5
394423,1
394424,5
394426,5
394427,1
394428,4
394432,5
394435,5
394436,5
394437,5
394440,5
394441,5
394445,5
394447,5
394452,5
394455,5
394456,5
394457,5
394458,5
394459,5
394463,5
394464,5
394466,5
394468,5
394470,5
394472,2
394475,5
394476,2
394477,5
394480,2
394482,5
394483,5
394487,0
394490,5
394491,5
394492,5
394493,5
394498,3
394500,5
394503,3
394504,2
394505,5
394507,5
394508,5
394509,5
394510,5
394511,5
394513,5
394514,5
394515,5
394517,5
394518,5
394519,0
394525,5
394526,5
394527,3
394528,5
394529,5
394530,5
394531,5
394534,0
394535,5
394539,0
394540,5
394541,5
394542,5
394543,5
394547,5
394548,5
394550,5
394554,2
394560,5
394564,1
394566,5
394567,5
394568,3
394572,5
394574,4
394576,5
394579,5
394583,5
394585,5
394588,5
394590,5
394591,5
394596,5
394597,3
394598,5
394599,5
394600,5
394601,2
394602,2
394603,0
394604,5
394605,0
394607,5
394608,4
394610,1
394612,5
394614,5
394617,1
394618,5
394620,3
394622,1
394623,5
394625,5
394626,0
394629,5
394630,5
394633,5
394638,0
394639,5
394640,5
394642,5
394646,5
394647,0
394648,5
394649,5
394651,1
394653,1
394654,5
394655,5
394657,5
394658,2
394659,3
394661,4
394663,5
394664,5
394666,5
394667,5
394668,5
394669,5
394673,5
394675,5
394676,5
394677,2
394678,5
394684,5
394685,5
394687,5
394688,5
394689,5
394690,3
394691,5
394692,0
394693,0
394695,5
394700,5
394701,5
394702,5
394703,5
394705,5
394708,5
394710,5
394711,5
394712,5
394713,2
394714,5
394715,5
394716,5
394717,3
394718,5
394719,5
394720,5
394721,5
394723,0
394724,2
394725,0
394728,0
394730,5
394731,5
394735,2
394736,5
394737,3
394740,5
394743,5
394746,4
394747,5
394748,0
394749,5
394750,5
394752,5
394753,5
394754,5
394755,0
394757,5
394758,3
394760,5
394762,5
394763,5
394764,5
394765,4
394768,5
394770,5
394771,5
394772,1
394773,2
394774,5
394775,3
394776,0
394777,5
394778,2
394779,5
394781,5
394783,3
394786,5
394787,5
394788,5
394789,5
394791,5
394793,3
394794,0
394796,5
394798,5
394799,5
394800,5
394804,5
394805,3
394807,3
394808,5
394809,5
394811,5
394812,4
394816,5
394817,5
394818,5
394819,4
394822,0
394823,5
394824,5
394826,5
394827,2
394828,1
394829,2
394833,5
394836,5
394838,5
394840,5
394841,0
394843,5
394844,5
394847,4
394849,5
394850,5
394851,5
394853,5
394855,5
394856,2
394858,5
394859,5
394861,5
394862,5
394863,5
394864,5
394866,5
394868,5
394870,5
394871,5
394872,5
394876,5
394880,5
394881,5
394883,5
394889,5
394891,3
394894,2
394898,5
394899,5
394900,5
394901,5
394904,5
394905,2
394906,5
394907,5
394908,5
394909,2
394910,2
394911,5
394912,5
394913,5
394914,5
394915,5
394919,5
394920,5
394921,1
394922,4
394923,4
394924,5
394926,5
394927,5
394928,5
394929,3
394930,5
394932,5
394933,2
394935,2
394936,1
394938,5
394939,3
394943,2
394944,5
394945,5
394946,5
394947,5
394951,5
394953,2
394956,5
394957,5
394959,5
394961,5
394966,5
394967,5
394968,3
394969,5
394970,5
394971,5
394975,5
394976,5
394979,5
394989,5
394990,5
394991,5
394992,2
394994,3
394995,5
394998,5
394999,3
395001,3
395003,5
395004,5
395006,5
395007,5
395008,5
395011,0
395012,5
395013,5
